anchor_image,positive_image,negative_image,anchor_brand,negative_brand
resized_padded_new_newbalance_126.jpg,resized_padded_new_newbalance_214.jpg,resized_padded_underarmour_289.jpg,newbalance,underarmour
resized_all_vans_560.jpg,resized_padded_vans_438.jpg,resized_padded_puma_430.jpg,vans,puma
resized_padded_underarmour_292.jpg,resized_padded_underarmour_206.jpg,resized_padded_puma_569.jpg,underarmour,puma
resized_padded_new_newbalance_156.jpg,resized_padded_new_newbalance_175.jpg,resized_padded_puma_514.jpg,newbalance,puma
resized_padded_new_newbalance_172.jpg,resized_padded_new_newbalance_151.jpg,normalized_nike_148.jpg,newbalance,nike
normalized_nike_267.jpg,normalized_nike_205.jpg,resized_padded_new_newbalance_46.jpg,nike,newbalance
resized_padded_underarmour_295.jpg,resized_padded_underarmour_41.jpg,resized_all_vans_429.jpg,underarmour,vans
resized_padded_puma_97.jpg,resized_padded_puma_209.jpg,resized_all_vans_688.jpg,puma,vans
resized_padded_vans_371.jpg,resized_all_vans_533.jpg,resized_padded_underarmour_209.jpg,vans,underarmour
resized_padded_underarmour_136.jpg,resized_padded_underarmour_106.jpg,normalized_nike_209.jpg,underarmour,nike
resized_padded_underarmour_137.jpg,resized_padded_underarmour_19.jpg,resized_padded_new_newbalance_181.jpg,underarmour,newbalance
resized_padded_new_newbalance_252.jpg,resized_padded_new_newbalance_173.jpg,resized_padded_underarmour_261.jpg,newbalance,underarmour
resized_padded_new_newbalance_89.jpg,resized_padded_new_newbalance_168.jpg,resized_padded_reebok_312.jpg,newbalance,reebok
resized_padded_reebok_381.jpg,resized_padded_reebok_105.jpg,normalized_nike_161.jpg,reebok,nike
resized_padded_puma_138.jpg,resized_padded_puma_489.jpg,resized_padded_underarmour_119.jpg,puma,underarmour
resized_all_vans_619.jpg,resized_all_vans_124.jpg,normalized_nike_505.jpg,vans,nike
resized_padded_puma_542.jpg,resized_padded_puma_627.jpg,resized_padded_new_newbalance_216.jpg,puma,newbalance
resized_padded_vans_534.jpg,resized_all_vans_607.jpg,resized_padded_underarmour_175.jpg,vans,underarmour
resized_padded_reebok_126.jpg,resized_padded_reebok_378.jpg,resized_all_vans_715.jpg,reebok,vans
resized_padded_new_newbalance_188.jpg,resized_padded_new_newbalance_17.jpg,resized_padded_underarmour_98.jpg,newbalance,underarmour
resized_padded_new_newbalance_191.jpg,resized_padded_new_newbalance_269.jpg,resized_padded_puma_64.jpg,newbalance,puma
resized_padded_puma_501.jpg,resized_padded_puma_357.jpg,resized_padded_new_newbalance_276.jpg,puma,newbalance
normalized_nike_414.jpg,normalized_nike_279.jpg,resized_padded_underarmour_296.jpg,nike,underarmour
resized_padded_new_newbalance_138.jpg,resized_padded_new_newbalance_190.jpg,resized_padded_underarmour_174.jpg,newbalance,underarmour
resized_padded_underarmour_281.jpg,resized_padded_underarmour_215.jpg,resized_padded_reebok_397.jpg,underarmour,reebok
resized_padded_reebok_54.jpg,resized_padded_reebok_36.jpg,normalized_nike_302.jpg,reebok,nike
resized_padded_reebok_350.jpg,resized_padded_reebok_313.jpg,resized_padded_new_newbalance_78.jpg,reebok,newbalance
resized_padded_vans_343.jpg,resized_padded_vans_522.jpg,normalized_nike_230.jpg,vans,nike
resized_padded_new_newbalance_24.jpg,resized_padded_new_newbalance_148.jpg,resized_padded_underarmour_236.jpg,newbalance,underarmour
resized_padded_puma_467.jpg,resized_padded_puma_194.jpg,resized_padded_underarmour_25.jpg,puma,underarmour
resized_padded_new_newbalance_10.jpg,resized_padded_new_newbalance_42.jpg,normalized_nike_413.jpg,newbalance,nike
resized_padded_underarmour_66.jpg,resized_padded_underarmour_117.jpg,resized_padded_puma_524.jpg,underarmour,puma
resized_padded_vans_561.jpg,resized_all_vans_174.jpg,resized_padded_new_newbalance_154.jpg,vans,newbalance
normalized_nike_488.jpg,normalized_nike_235.jpg,resized_padded_underarmour_21.jpg,nike,underarmour
resized_padded_underarmour_84.jpg,resized_padded_underarmour_60.jpg,resized_padded_puma_126.jpg,underarmour,puma
resized_padded_new_newbalance_180.jpg,resized_padded_new_newbalance_86.jpg,resized_padded_underarmour_104.jpg,newbalance,underarmour
resized_padded_underarmour_182.jpg,resized_padded_underarmour_57.jpg,resized_padded_puma_395.jpg,underarmour,puma
resized_padded_underarmour_229.jpg,resized_padded_underarmour_264.jpg,normalized_nike_17.jpg,underarmour,nike
resized_padded_vans_106.jpg,resized_all_vans_398.jpg,resized_padded_new_newbalance_264.jpg,vans,newbalance
resized_padded_underarmour_19.jpg,resized_padded_underarmour_53.jpg,resized_padded_reebok_397.jpg,underarmour,reebok
resized_padded_underarmour_163.jpg,resized_padded_underarmour_34.jpg,resized_padded_new_newbalance_243.jpg,underarmour,newbalance
resized_padded_underarmour_265.jpg,resized_padded_underarmour_16.jpg,resized_padded_puma_529.jpg,underarmour,puma
resized_padded_new_newbalance_153.jpg,resized_padded_new_newbalance_277.jpg,resized_padded_underarmour_2.jpg,newbalance,underarmour
resized_padded_underarmour_159.jpg,resized_padded_underarmour_263.jpg,resized_padded_new_newbalance_16.jpg,underarmour,newbalance
normalized_nike_391.jpg,normalized_nike_0.jpg,resized_padded_new_newbalance_125.jpg,nike,newbalance
resized_padded_puma_115.jpg,resized_padded_puma_319.jpg,resized_padded_reebok_340.jpg,puma,reebok
resized_padded_new_newbalance_155.jpg,resized_padded_new_newbalance_92.jpg,normalized_nike_200.jpg,newbalance,nike
resized_all_vans_356.jpg,resized_all_vans_501.jpg,resized_padded_underarmour_206.jpg,vans,underarmour
normalized_nike_487.jpg,normalized_nike_414.jpg,resized_padded_new_newbalance_90.jpg,nike,newbalance
resized_padded_vans_459.jpg,resized_all_vans_174.jpg,resized_padded_puma_288.jpg,vans,puma
resized_padded_reebok_419.jpg,resized_padded_reebok_420.jpg,resized_all_vans_513.jpg,reebok,vans
normalized_nike_435.jpg,normalized_nike_248.jpg,resized_padded_reebok_308.jpg,nike,reebok
resized_padded_underarmour_184.jpg,resized_padded_underarmour_143.jpg,normalized_nike_177.jpg,underarmour,nike
resized_padded_new_newbalance_166.jpg,resized_padded_new_newbalance_9.jpg,normalized_nike_501.jpg,newbalance,nike
normalized_nike_177.jpg,normalized_nike_448.jpg,resized_padded_new_newbalance_211.jpg,nike,newbalance
resized_padded_puma_472.jpg,resized_padded_puma_209.jpg,normalized_nike_267.jpg,puma,nike
normalized_nike_258.jpg,normalized_nike_177.jpg,resized_padded_vans_234.jpg,nike,vans
resized_padded_vans_304.jpg,resized_padded_vans_166.jpg,resized_padded_reebok_374.jpg,vans,reebok
resized_padded_underarmour_54.jpg,resized_padded_underarmour_186.jpg,resized_padded_reebok_262.jpg,underarmour,reebok
resized_padded_new_newbalance_76.jpg,resized_padded_new_newbalance_163.jpg,normalized_nike_279.jpg,newbalance,nike
resized_padded_vans_461.jpg,resized_all_vans_558.jpg,resized_padded_new_newbalance_33.jpg,vans,newbalance
resized_padded_puma_194.jpg,resized_padded_puma_459.jpg,resized_padded_underarmour_51.jpg,puma,underarmour
resized_padded_puma_601.jpg,resized_padded_puma_375.jpg,resized_all_vans_583.jpg,puma,vans
resized_padded_puma_430.jpg,resized_padded_puma_134.jpg,resized_all_vans_588.jpg,puma,vans
resized_padded_underarmour_257.jpg,resized_padded_underarmour_279.jpg,resized_padded_puma_341.jpg,underarmour,puma
resized_padded_underarmour_214.jpg,resized_padded_underarmour_241.jpg,resized_all_vans_696.jpg,underarmour,vans
resized_padded_puma_243.jpg,resized_padded_puma_161.jpg,resized_padded_new_newbalance_16.jpg,puma,newbalance
resized_padded_new_newbalance_276.jpg,resized_padded_new_newbalance_268.jpg,resized_padded_underarmour_106.jpg,newbalance,underarmour
resized_padded_underarmour_187.jpg,resized_padded_underarmour_253.jpg,normalized_nike_186.jpg,underarmour,nike
resized_padded_new_newbalance_30.jpg,resized_padded_new_newbalance_160.jpg,resized_padded_underarmour_2.jpg,newbalance,underarmour
resized_padded_reebok_338.jpg,resized_padded_reebok_287.jpg,resized_padded_puma_397.jpg,reebok,puma
resized_padded_reebok_113.jpg,resized_padded_reebok_308.jpg,normalized_nike_468.jpg,reebok,nike
resized_padded_underarmour_50.jpg,resized_padded_underarmour_199.jpg,resized_padded_puma_237.jpg,underarmour,puma
resized_padded_underarmour_62.jpg,resized_padded_underarmour_15.jpg,resized_padded_reebok_397.jpg,underarmour,reebok
resized_padded_reebok_378.jpg,resized_padded_reebok_228.jpg,resized_padded_new_newbalance_48.jpg,reebok,newbalance
resized_padded_vans_461.jpg,resized_all_vans_154.jpg,resized_padded_new_newbalance_74.jpg,vans,newbalance
resized_padded_underarmour_185.jpg,resized_padded_underarmour_53.jpg,resized_padded_new_newbalance_48.jpg,underarmour,newbalance
resized_padded_puma_359.jpg,resized_padded_puma_182.jpg,resized_padded_new_newbalance_224.jpg,puma,newbalance
resized_all_vans_102.jpg,resized_padded_vans_429.jpg,resized_padded_underarmour_210.jpg,vans,underarmour
resized_padded_puma_237.jpg,resized_padded_puma_142.jpg,resized_padded_reebok_286.jpg,puma,reebok
resized_all_vans_212.jpg,resized_padded_vans_199.jpg,resized_padded_reebok_48.jpg,vans,reebok
normalized_nike_447.jpg,normalized_nike_474.jpg,resized_padded_reebok_36.jpg,nike,reebok
resized_padded_vans_366.jpg,resized_all_vans_102.jpg,resized_padded_reebok_387.jpg,vans,reebok
resized_padded_reebok_334.jpg,resized_padded_reebok_54.jpg,resized_padded_puma_123.jpg,reebok,puma
resized_padded_new_newbalance_154.jpg,resized_padded_new_newbalance_71.jpg,resized_padded_vans_95.jpg,newbalance,vans
resized_padded_puma_136.jpg,resized_padded_puma_332.jpg,resized_padded_underarmour_156.jpg,puma,underarmour
normalized_nike_8.jpg,normalized_nike_33.jpg,resized_all_vans_513.jpg,nike,vans
normalized_nike_350.jpg,normalized_nike_504.jpg,resized_padded_new_newbalance_270.jpg,nike,newbalance
resized_padded_vans_68.jpg,resized_all_vans_264.jpg,normalized_nike_230.jpg,vans,nike
resized_padded_reebok_265.jpg,resized_padded_reebok_218.jpg,resized_padded_new_newbalance_142.jpg,reebok,newbalance
resized_padded_reebok_280.jpg,resized_padded_reebok_348.jpg,resized_padded_new_newbalance_152.jpg,reebok,newbalance
resized_padded_underarmour_147.jpg,resized_padded_underarmour_19.jpg,resized_padded_new_newbalance_244.jpg,underarmour,newbalance
resized_padded_new_newbalance_181.jpg,resized_padded_new_newbalance_122.jpg,resized_padded_puma_337.jpg,newbalance,puma
normalized_nike_458.jpg,normalized_nike_293.jpg,resized_padded_puma_436.jpg,nike,puma
resized_padded_puma_313.jpg,resized_padded_puma_77.jpg,normalized_nike_211.jpg,puma,nike
resized_padded_underarmour_196.jpg,resized_padded_underarmour_285.jpg,resized_padded_puma_60.jpg,underarmour,puma
resized_padded_new_newbalance_82.jpg,resized_padded_new_newbalance_79.jpg,resized_padded_puma_29.jpg,newbalance,puma
resized_padded_new_newbalance_258.jpg,resized_padded_new_newbalance_177.jpg,resized_padded_reebok_222.jpg,newbalance,reebok
resized_padded_reebok_28.jpg,resized_padded_reebok_428.jpg,resized_padded_underarmour_279.jpg,reebok,underarmour
normalized_nike_277.jpg,normalized_nike_142.jpg,resized_padded_puma_479.jpg,nike,puma
normalized_nike_207.jpg,normalized_nike_27.jpg,resized_padded_reebok_69.jpg,nike,reebok
normalized_nike_193.jpg,normalized_nike_436.jpg,resized_padded_underarmour_72.jpg,nike,underarmour
resized_padded_new_newbalance_267.jpg,resized_padded_new_newbalance_145.jpg,resized_padded_puma_201.jpg,newbalance,puma
resized_all_vans_176.jpg,resized_all_vans_28.jpg,resized_padded_new_newbalance_263.jpg,vans,newbalance
resized_padded_underarmour_196.jpg,resized_padded_underarmour_259.jpg,resized_padded_reebok_309.jpg,underarmour,reebok
resized_padded_underarmour_3.jpg,resized_padded_underarmour_198.jpg,resized_padded_reebok_419.jpg,underarmour,reebok
resized_all_vans_386.jpg,resized_all_vans_215.jpg,resized_padded_underarmour_71.jpg,vans,underarmour
resized_padded_puma_634.jpg,resized_padded_puma_213.jpg,resized_padded_new_newbalance_110.jpg,puma,newbalance
normalized_nike_44.jpg,normalized_nike_374.jpg,resized_padded_puma_272.jpg,nike,puma
resized_padded_puma_362.jpg,resized_padded_puma_445.jpg,resized_padded_vans_421.jpg,puma,vans
resized_padded_new_newbalance_13.jpg,resized_padded_new_newbalance_293.jpg,normalized_nike_427.jpg,newbalance,nike
resized_all_vans_502.jpg,resized_all_vans_414.jpg,resized_padded_underarmour_36.jpg,vans,underarmour
resized_padded_vans_29.jpg,resized_all_vans_220.jpg,resized_padded_underarmour_278.jpg,vans,underarmour
resized_padded_puma_657.jpg,resized_padded_puma_510.jpg,resized_padded_vans_68.jpg,puma,vans
resized_padded_puma_647.jpg,resized_padded_puma_55.jpg,normalized_nike_483.jpg,puma,nike
resized_padded_reebok_67.jpg,resized_padded_reebok_300.jpg,normalized_nike_518.jpg,reebok,nike
resized_padded_new_newbalance_21.jpg,resized_padded_new_newbalance_231.jpg,resized_padded_puma_600.jpg,newbalance,puma
resized_padded_puma_331.jpg,resized_padded_puma_43.jpg,normalized_nike_27.jpg,puma,nike
resized_padded_puma_487.jpg,resized_padded_puma_656.jpg,resized_padded_new_newbalance_210.jpg,puma,newbalance
normalized_nike_515.jpg,normalized_nike_259.jpg,resized_padded_new_newbalance_231.jpg,nike,newbalance
resized_padded_puma_263.jpg,resized_padded_puma_162.jpg,resized_padded_vans_366.jpg,puma,vans
resized_all_vans_179.jpg,resized_all_vans_715.jpg,resized_padded_underarmour_214.jpg,vans,underarmour
resized_padded_underarmour_31.jpg,resized_padded_underarmour_15.jpg,resized_padded_vans_587.jpg,underarmour,vans
resized_padded_reebok_145.jpg,resized_padded_reebok_265.jpg,normalized_nike_435.jpg,reebok,nike
resized_all_vans_105.jpg,resized_all_vans_102.jpg,resized_padded_reebok_14.jpg,vans,reebok
resized_padded_vans_153.jpg,resized_all_vans_329.jpg,resized_padded_new_newbalance_274.jpg,vans,newbalance
normalized_nike_50.jpg,normalized_nike_13.jpg,resized_padded_new_newbalance_122.jpg,nike,newbalance
resized_all_vans_703.jpg,resized_all_vans_232.jpg,resized_padded_reebok_142.jpg,vans,reebok
resized_padded_puma_245.jpg,resized_padded_puma_649.jpg,resized_padded_new_newbalance_267.jpg,puma,newbalance
resized_padded_reebok_368.jpg,resized_padded_reebok_139.jpg,resized_padded_puma_316.jpg,reebok,puma
resized_padded_new_newbalance_163.jpg,resized_padded_new_newbalance_258.jpg,resized_padded_puma_55.jpg,newbalance,puma
resized_padded_underarmour_284.jpg,resized_padded_underarmour_257.jpg,resized_padded_vans_343.jpg,underarmour,vans
resized_padded_puma_352.jpg,resized_padded_puma_243.jpg,resized_padded_new_newbalance_37.jpg,puma,newbalance
resized_padded_new_newbalance_206.jpg,resized_padded_new_newbalance_79.jpg,resized_all_vans_142.jpg,newbalance,vans
resized_padded_reebok_351.jpg,resized_padded_reebok_285.jpg,resized_padded_new_newbalance_115.jpg,reebok,newbalance
resized_padded_underarmour_282.jpg,resized_padded_underarmour_57.jpg,normalized_nike_112.jpg,underarmour,nike
resized_padded_vans_461.jpg,resized_all_vans_669.jpg,resized_padded_underarmour_299.jpg,vans,underarmour
resized_padded_new_newbalance_252.jpg,resized_padded_new_newbalance_82.jpg,normalized_nike_414.jpg,newbalance,nike
normalized_nike_496.jpg,normalized_nike_277.jpg,resized_padded_underarmour_25.jpg,nike,underarmour
normalized_nike_436.jpg,normalized_nike_402.jpg,resized_padded_puma_122.jpg,nike,puma
resized_padded_new_newbalance_75.jpg,resized_padded_new_newbalance_126.jpg,resized_padded_puma_653.jpg,newbalance,puma
normalized_nike_422.jpg,normalized_nike_263.jpg,resized_padded_new_newbalance_169.jpg,nike,newbalance
resized_padded_underarmour_158.jpg,resized_padded_underarmour_295.jpg,resized_padded_reebok_318.jpg,underarmour,reebok
resized_padded_underarmour_49.jpg,resized_padded_underarmour_196.jpg,resized_padded_puma_569.jpg,underarmour,puma
resized_padded_puma_244.jpg,resized_padded_puma_355.jpg,resized_padded_new_newbalance_232.jpg,puma,newbalance
normalized_nike_260.jpg,normalized_nike_515.jpg,resized_padded_vans_312.jpg,nike,vans
resized_padded_underarmour_296.jpg,resized_padded_underarmour_259.jpg,resized_padded_puma_226.jpg,underarmour,puma
normalized_nike_129.jpg,normalized_nike_453.jpg,resized_padded_vans_304.jpg,nike,vans
resized_padded_vans_95.jpg,resized_all_vans_525.jpg,normalized_nike_195.jpg,vans,nike
resized_padded_reebok_142.jpg,resized_padded_reebok_226.jpg,resized_padded_underarmour_11.jpg,reebok,underarmour
normalized_nike_426.jpg,normalized_nike_474.jpg,resized_padded_reebok_105.jpg,nike,reebok
resized_all_vans_106.jpg,resized_all_vans_730.jpg,resized_padded_reebok_164.jpg,vans,reebok
resized_all_vans_607.jpg,resized_all_vans_252.jpg,normalized_nike_355.jpg,vans,nike
normalized_nike_54.jpg,normalized_nike_341.jpg,resized_padded_puma_395.jpg,nike,puma
resized_padded_puma_543.jpg,resized_padded_puma_498.jpg,resized_padded_reebok_209.jpg,puma,reebok
resized_padded_new_newbalance_198.jpg,resized_padded_new_newbalance_15.jpg,resized_padded_reebok_348.jpg,newbalance,reebok
resized_padded_puma_333.jpg,resized_padded_puma_497.jpg,normalized_nike_125.jpg,puma,nike
resized_padded_new_newbalance_154.jpg,resized_padded_new_newbalance_181.jpg,normalized_nike_322.jpg,newbalance,nike
resized_padded_puma_500.jpg,resized_padded_puma_115.jpg,resized_padded_reebok_368.jpg,puma,reebok
resized_padded_new_newbalance_143.jpg,resized_padded_new_newbalance_123.jpg,resized_padded_underarmour_297.jpg,newbalance,underarmour
resized_padded_reebok_319.jpg,resized_padded_reebok_395.jpg,resized_padded_underarmour_81.jpg,reebok,underarmour
resized_padded_puma_417.jpg,resized_padded_puma_649.jpg,resized_all_vans_533.jpg,puma,vans
resized_padded_puma_514.jpg,resized_padded_puma_487.jpg,resized_padded_reebok_386.jpg,puma,reebok
resized_all_vans_176.jpg,resized_all_vans_650.jpg,resized_padded_underarmour_290.jpg,vans,underarmour
resized_padded_vans_216.jpg,resized_all_vans_592.jpg,normalized_nike_430.jpg,vans,nike
normalized_nike_434.jpg,normalized_nike_179.jpg,resized_padded_puma_361.jpg,nike,puma
normalized_nike_158.jpg,normalized_nike_435.jpg,resized_padded_underarmour_91.jpg,nike,underarmour
resized_padded_new_newbalance_248.jpg,resized_padded_new_newbalance_235.jpg,resized_padded_puma_359.jpg,newbalance,puma
resized_padded_puma_639.jpg,resized_padded_puma_633.jpg,normalized_nike_437.jpg,puma,nike
resized_padded_underarmour_206.jpg,resized_padded_underarmour_211.jpg,resized_padded_vans_91.jpg,underarmour,vans
resized_padded_new_newbalance_66.jpg,resized_padded_new_newbalance_21.jpg,resized_padded_puma_121.jpg,newbalance,puma
resized_padded_puma_342.jpg,resized_padded_puma_590.jpg,resized_padded_new_newbalance_170.jpg,puma,newbalance
resized_padded_puma_304.jpg,resized_padded_puma_477.jpg,resized_padded_reebok_45.jpg,puma,reebok
normalized_nike_19.jpg,normalized_nike_386.jpg,resized_padded_puma_97.jpg,nike,puma
resized_all_vans_333.jpg,resized_padded_vans_90.jpg,resized_padded_reebok_59.jpg,vans,reebok
resized_padded_puma_377.jpg,resized_padded_puma_410.jpg,normalized_nike_202.jpg,puma,nike
normalized_nike_152.jpg,normalized_nike_464.jpg,resized_padded_reebok_227.jpg,nike,reebok
resized_padded_puma_265.jpg,resized_padded_puma_97.jpg,resized_padded_reebok_336.jpg,puma,reebok
resized_padded_new_newbalance_282.jpg,resized_padded_new_newbalance_161.jpg,resized_padded_underarmour_69.jpg,newbalance,underarmour
resized_padded_puma_53.jpg,resized_padded_puma_636.jpg,resized_padded_new_newbalance_22.jpg,puma,newbalance
resized_padded_puma_568.jpg,resized_padded_puma_386.jpg,resized_padded_underarmour_119.jpg,puma,underarmour
resized_padded_new_newbalance_170.jpg,resized_padded_new_newbalance_206.jpg,normalized_nike_51.jpg,newbalance,nike
resized_padded_underarmour_299.jpg,resized_padded_underarmour_3.jpg,resized_all_vans_688.jpg,underarmour,vans
resized_padded_vans_328.jpg,resized_padded_vans_426.jpg,normalized_nike_406.jpg,vans,nike
resized_padded_reebok_84.jpg,resized_padded_reebok_222.jpg,resized_padded_underarmour_122.jpg,reebok,underarmour
resized_padded_puma_632.jpg,resized_padded_puma_359.jpg,resized_padded_new_newbalance_121.jpg,puma,newbalance
resized_padded_underarmour_281.jpg,resized_padded_underarmour_253.jpg,resized_padded_reebok_350.jpg,underarmour,reebok
resized_padded_underarmour_253.jpg,resized_padded_underarmour_212.jpg,resized_padded_new_newbalance_182.jpg,underarmour,newbalance
resized_padded_new_newbalance_173.jpg,resized_padded_new_newbalance_293.jpg,resized_all_vans_124.jpg,newbalance,vans
resized_padded_reebok_373.jpg,resized_padded_reebok_382.jpg,resized_padded_new_newbalance_239.jpg,reebok,newbalance
resized_all_vans_650.jpg,resized_all_vans_380.jpg,resized_padded_underarmour_181.jpg,vans,underarmour
resized_padded_new_newbalance_16.jpg,resized_padded_new_newbalance_182.jpg,resized_all_vans_212.jpg,newbalance,vans
resized_padded_puma_497.jpg,resized_padded_puma_13.jpg,resized_padded_underarmour_163.jpg,puma,underarmour
resized_all_vans_738.jpg,resized_padded_vans_218.jpg,resized_padded_puma_157.jpg,vans,puma
resized_padded_underarmour_231.jpg,resized_padded_underarmour_26.jpg,normalized_nike_19.jpg,underarmour,nike
resized_all_vans_196.jpg,resized_padded_vans_594.jpg,resized_padded_new_newbalance_126.jpg,vans,newbalance
resized_padded_reebok_166.jpg,resized_padded_reebok_376.jpg,resized_all_vans_176.jpg,reebok,vans
resized_padded_reebok_118.jpg,resized_padded_reebok_255.jpg,normalized_nike_217.jpg,reebok,nike
resized_padded_reebok_95.jpg,resized_padded_reebok_49.jpg,resized_padded_puma_235.jpg,reebok,puma
resized_padded_vans_560.jpg,resized_all_vans_583.jpg,resized_padded_puma_206.jpg,vans,puma
resized_padded_puma_204.jpg,resized_padded_puma_320.jpg,normalized_nike_166.jpg,puma,nike
resized_all_vans_142.jpg,resized_all_vans_611.jpg,normalized_nike_132.jpg,vans,nike
resized_padded_new_newbalance_243.jpg,resized_padded_new_newbalance_163.jpg,resized_padded_puma_228.jpg,newbalance,puma
resized_padded_new_newbalance_242.jpg,resized_padded_new_newbalance_267.jpg,resized_all_vans_163.jpg,newbalance,vans
resized_padded_underarmour_145.jpg,resized_padded_underarmour_135.jpg,resized_padded_new_newbalance_170.jpg,underarmour,newbalance
