query,query_brand,top1_brand,top5_brands
resized_padded_puma_195.jpg,puma,reebok,"['reebok', 'reebok', 'reebok', 'reebok', 'reebok']"
resized_padded_puma_199.jpg,puma,reebok,"['reebok', 'reebok', 'reebok', 'reebok', 'reebok']"
resized_padded_puma_219.jpg,puma,underarmour,"['underarmour', 'underarmour', 'underarmour', 'underarmour', 'underarmour']"
resized_padded_puma_225.jpg,puma,nike,"['nike', 'nike', 'nike', 'nike', 'nike']"
resized_padded_puma_232.jpg,puma,reebok,"['reebok', 'puma', 'reebok', 'reebok', 'vans']"
resized_padded_puma_239.jpg,puma,underarmour,"['underarmour', 'underarmour', 'underarmour', 'underarmour', 'puma']"
resized_padded_puma_242.jpg,puma,nike,"['nike', 'puma', 'puma', 'puma', 'puma']"
resized_padded_puma_274.jpg,puma,vans,"['vans', 'vans', 'vans', 'vans', 'vans']"
resized_padded_puma_279.jpg,puma,vans,"['vans', 'puma', 'reebok', 'puma', 'puma']"
resized_padded_puma_281.jpg,puma,vans,"['vans', 'vans', 'vans', 'vans', 'vans']"
resized_padded_puma_286.jpg,puma,nike,"['nike', 'nike', 'nike', 'nike', 'nike']"
resized_padded_puma_294.jpg,puma,reebok,"['reebok', 'reebok', 'reebok', 'reebok', 'reebok']"
resized_padded_puma_307.jpg,puma,underarmour,"['underarmour', 'underarmour', 'underarmour', 'underarmour', 'underarmour']"
resized_padded_puma_308.jpg,puma,nike,"['nike', 'nike', 'nike', 'nike', 'nike']"
resized_padded_puma_324.jpg,puma,reebok,"['reebok', 'underarmour', 'underarmour', 'underarmour', 'underarmour']"
resized_padded_puma_328.jpg,puma,vans,"['vans', 'vans', 'reebok', 'reebok', 'vans']"
resized_padded_puma_338.jpg,puma,vans,"['vans', 'vans', 'vans', 'vans', 'vans']"
resized_padded_puma_34.jpg,puma,reebok,"['reebok', 'reebok', 'reebok', 'reebok', 'reebok']"
resized_padded_puma_347.jpg,puma,vans,"['vans', 'vans', 'vans', 'vans', 'vans']"
resized_padded_puma_353.jpg,puma,underarmour,"['underarmour', 'vans', 'vans', 'underarmour', 'underarmour']"
resized_padded_puma_374.jpg,puma,reebok,"['reebok', 'reebok', 'reebok', 'reebok', 'reebok']"
resized_padded_puma_385.jpg,puma,reebok,"['reebok', 'nike', 'puma', 'puma', 'puma']"
resized_padded_puma_400.jpg,puma,reebok,"['reebok', 'puma', 'puma', 'puma', 'newbalance']"
resized_padded_puma_406.jpg,puma,reebok,"['reebok', 'vans', 'vans', 'vans', 'vans']"
resized_padded_puma_425.jpg,puma,newbalance,"['newbalance', 'newbalance', 'newbalance', 'newbalance', 'newbalance']"
resized_padded_puma_431.jpg,puma,vans,"['vans', 'puma', 'vans', 'vans', 'puma']"
resized_padded_puma_438.jpg,puma,reebok,"['reebok', 'puma', 'puma', 'puma', 'puma']"
resized_padded_puma_454.jpg,puma,nike,"['nike', 'puma', 'nike', 'nike', 'nike']"
resized_padded_puma_464.jpg,puma,reebok,"['reebok', 'vans', 'puma', 'reebok', 'vans']"
resized_padded_puma_474.jpg,puma,reebok,"['reebok', 'puma', 'reebok', 'reebok', 'reebok']"
resized_padded_puma_475.jpg,puma,reebok,"['reebok', 'puma', 'puma', 'vans', 'puma']"
resized_padded_puma_478.jpg,puma,newbalance,"['newbalance', 'newbalance', 'newbalance', 'newbalance', 'newbalance']"
resized_padded_puma_491.jpg,puma,reebok,"['reebok', 'reebok', 'reebok', 'puma', 'vans']"
resized_padded_puma_507.jpg,puma,vans,"['vans', 'vans', 'vans', 'vans', 'vans']"
resized_padded_puma_512.jpg,puma,newbalance,"['newbalance', 'newbalance', 'newbalance', 'newbalance', 'newbalance']"
resized_padded_puma_526.jpg,puma,underarmour,"['underarmour', 'underarmour', 'underarmour', 'underarmour', 'underarmour']"
resized_padded_puma_531.jpg,puma,nike,"['nike', 'nike', 'nike', 'nike', 'nike']"
resized_padded_puma_532.jpg,puma,vans,"['vans', 'vans', 'vans', 'puma', 'vans']"
resized_padded_puma_541.jpg,puma,vans,"['vans', 'vans', 'vans', 'vans', 'vans']"
resized_padded_puma_549.jpg,puma,reebok,"['reebok', 'reebok', 'puma', 'puma', 'reebok']"
resized_padded_puma_553.jpg,puma,vans,"['vans', 'reebok', 'reebok', 'reebok', 'reebok']"
resized_padded_puma_555.jpg,puma,newbalance,"['newbalance', 'newbalance', 'newbalance', 'newbalance', 'newbalance']"
resized_padded_puma_557.jpg,puma,reebok,"['reebok', 'reebok', 'reebok', 'reebok', 'reebok']"
resized_padded_puma_558.jpg,puma,nike,"['nike', 'vans', 'puma', 'puma', 'reebok']"
resized_padded_puma_574.jpg,puma,vans,"['vans', 'vans', 'puma', 'vans', 'vans']"
resized_padded_puma_575.jpg,puma,vans,"['vans', 'puma', 'puma', 'reebok', 'reebok']"
resized_padded_puma_591.jpg,puma,reebok,"['reebok', 'underarmour', 'underarmour', 'underarmour', 'underarmour']"
resized_padded_puma_606.jpg,puma,reebok,"['reebok', 'reebok', 'reebok', 'puma', 'puma']"
resized_padded_puma_611.jpg,puma,reebok,"['reebok', 'puma', 'puma', 'puma', 'puma']"
resized_padded_puma_612.jpg,puma,nike,"['nike', 'puma', 'vans', 'puma', 'vans']"
resized_padded_puma_614.jpg,puma,reebok,"['reebok', 'puma', 'puma', 'puma', 'underarmour']"
resized_padded_puma_618.jpg,puma,nike,"['nike', 'puma', 'puma', 'nike', 'puma']"
resized_padded_puma_644.jpg,puma,newbalance,"['newbalance', 'puma', 'puma', 'reebok', 'newbalance']"
resized_padded_puma_648.jpg,puma,nike,"['nike', 'nike', 'nike', 'nike', 'nike']"
resized_padded_puma_73.jpg,puma,vans,"['vans', 'vans', 'puma', 'vans', 'puma']"
resized_padded_puma_78.jpg,puma,reebok,"['reebok', 'puma', 'vans', 'puma', 'nike']"
resized_padded_puma_9.jpg,puma,vans,"['vans', 'vans', 'puma', 'vans', 'nike']"
resized_padded_puma_98.jpg,puma,nike,"['nike', 'nike', 'nike', 'nike', 'vans']"
resized_padded_reebok_108.jpg,reebok,puma,"['puma', 'reebok', 'vans', 'reebok', 'vans']"
resized_padded_reebok_11.jpg,reebok,vans,"['vans', 'nike', 'vans', 'vans', 'vans']"
resized_padded_reebok_123.jpg,reebok,puma,"['puma', 'reebok', 'puma', 'vans', 'reebok']"
resized_padded_reebok_129.jpg,reebok,vans,"['vans', 'reebok', 'vans', 'vans', 'vans']"
resized_padded_reebok_157.jpg,reebok,puma,"['puma', 'reebok', 'puma', 'puma', 'reebok']"
resized_padded_reebok_158.jpg,reebok,vans,"['vans', 'reebok', 'reebok', 'reebok', 'reebok']"
resized_padded_reebok_160.jpg,reebok,puma,"['puma', 'puma', 'puma', 'puma', 'puma']"
resized_padded_reebok_167.jpg,reebok,puma,"['puma', 'reebok', 'reebok', 'reebok', 'reebok']"
resized_padded_reebok_182.jpg,reebok,nike,"['nike', 'puma', 'puma', 'puma', 'puma']"
resized_padded_reebok_194.jpg,reebok,vans,"['vans', 'vans', 'vans', 'vans', 'vans']"
resized_padded_reebok_204.jpg,reebok,puma,"['puma', 'puma', 'vans', 'vans', 'vans']"
resized_padded_reebok_212.jpg,reebok,puma,"['puma', 'vans', 'puma', 'puma', 'puma']"
resized_padded_reebok_22.jpg,reebok,vans,"['vans', 'vans', 'vans', 'vans', 'vans']"
resized_padded_reebok_220.jpg,reebok,puma,"['puma', 'reebok', 'reebok', 'puma', 'puma']"
resized_padded_reebok_224.jpg,reebok,vans,"['vans', 'reebok', 'puma', 'newbalance', 'newbalance']"
resized_padded_reebok_233.jpg,reebok,puma,"['puma', 'puma', 'puma', 'puma', 'puma']"
resized_padded_reebok_234.jpg,reebok,puma,"['puma', 'reebok', 'reebok', 'puma', 'reebok']"
resized_padded_reebok_239.jpg,reebok,puma,"['puma', 'puma', 'puma', 'reebok', 'puma']"
resized_padded_reebok_24.jpg,reebok,puma,"['puma', 'puma', 'puma', 'puma', 'reebok']"
resized_padded_reebok_240.jpg,reebok,puma,"['puma', 'puma', 'puma', 'puma', 'puma']"
resized_padded_reebok_249.jpg,reebok,puma,"['puma', 'puma', 'vans', 'vans', 'vans']"
resized_padded_reebok_250.jpg,reebok,vans,"['vans', 'vans', 'vans', 'vans', 'vans']"
resized_padded_reebok_259.jpg,reebok,puma,"['puma', 'reebok', 'puma', 'reebok', 'puma']"
resized_padded_reebok_264.jpg,reebok,vans,"['vans', 'reebok', 'reebok', 'reebok', 'reebok']"
resized_padded_reebok_269.jpg,reebok,puma,"['puma', 'puma', 'puma', 'puma', 'puma']"
resized_padded_reebok_289.jpg,reebok,vans,"['vans', 'vans', 'vans', 'vans', 'vans']"
resized_padded_reebok_297.jpg,reebok,puma,"['puma', 'puma', 'puma', 'puma', 'puma']"
resized_padded_reebok_301.jpg,reebok,vans,"['vans', 'reebok', 'vans', 'vans', 'puma']"
resized_padded_reebok_31.jpg,reebok,puma,"['puma', 'reebok', 'reebok', 'reebok', 'puma']"
resized_padded_reebok_331.jpg,reebok,vans,"['vans', 'vans', 'vans', 'vans', 'vans']"
resized_padded_reebok_339.jpg,reebok,puma,"['puma', 'reebok', 'newbalance', 'newbalance', 'newbalance']"
resized_padded_reebok_356.jpg,reebok,puma,"['puma', 'reebok', 'puma', 'puma', 'puma']"
resized_padded_reebok_371.jpg,reebok,underarmour,"['underarmour', 'underarmour', 'underarmour', 'underarmour', 'underarmour']"
resized_padded_reebok_396.jpg,reebok,puma,"['puma', 'reebok', 'reebok', 'puma', 'reebok']"
resized_padded_reebok_408.jpg,reebok,puma,"['puma', 'puma', 'puma', 'puma', 'puma']"
resized_padded_reebok_415.jpg,reebok,puma,"['puma', 'reebok', 'puma', 'puma', 'reebok']"
resized_padded_reebok_421.jpg,reebok,puma,"['puma', 'reebok', 'reebok', 'reebok', 'reebok']"
resized_padded_reebok_422.jpg,reebok,vans,"['vans', 'vans', 'reebok', 'reebok', 'reebok']"
resized_padded_reebok_423.jpg,reebok,underarmour,"['underarmour', 'underarmour', 'underarmour', 'underarmour', 'underarmour']"
resized_padded_reebok_433.jpg,reebok,puma,"['puma', 'vans', 'reebok', 'puma', 'puma']"
resized_padded_reebok_437.jpg,reebok,vans,"['vans', 'vans', 'vans', 'vans', 'vans']"
resized_padded_reebok_57.jpg,reebok,puma,"['puma', 'reebok', 'reebok', 'reebok', 'reebok']"
resized_padded_reebok_64.jpg,reebok,puma,"['puma', 'puma', 'puma', 'puma', 'puma']"
resized_padded_reebok_71.jpg,reebok,puma,"['puma', 'reebok', 'reebok', 'reebok', 'reebok']"
resized_padded_reebok_75.jpg,reebok,puma,"['puma', 'puma', 'puma', 'reebok', 'puma']"
resized_padded_underarmour_81.jpg,underarmour,reebok,"['reebok', 'puma', 'underarmour', 'underarmour', 'underarmour']"
resized_padded_vans_117.jpg,vans,nike,"['nike', 'puma', 'puma', 'puma', 'nike']"
resized_padded_vans_147.jpg,vans,reebok,"['reebok', 'reebok', 'reebok', 'reebok', 'vans']"
resized_padded_vans_150.jpg,vans,puma,"['puma', 'puma', 'reebok', 'reebok', 'reebok']"
resized_padded_vans_156.jpg,vans,reebok,"['reebok', 'vans', 'puma', 'puma', 'puma']"
resized_padded_vans_173.jpg,vans,puma,"['puma', 'vans', 'puma', 'puma', 'vans']"
resized_padded_vans_175.jpg,vans,puma,"['puma', 'puma', 'puma', 'puma', 'puma']"
resized_padded_vans_178.jpg,vans,reebok,"['reebok', 'vans', 'vans', 'vans', 'reebok']"
resized_padded_vans_189.jpg,vans,puma,"['puma', 'reebok', 'reebok', 'reebok', 'reebok']"
resized_padded_vans_194.jpg,vans,nike,"['nike', 'vans', 'vans', 'vans', 'vans']"
resized_padded_vans_195.jpg,vans,nike,"['nike', 'nike', 'nike', 'puma', 'nike']"
resized_padded_vans_209.jpg,vans,nike,"['nike', 'vans', 'puma', 'puma', 'puma']"
resized_padded_vans_233.jpg,vans,nike,"['nike', 'nike', 'nike', 'nike', 'nike']"
resized_padded_vans_239.jpg,vans,newbalance,"['newbalance', 'vans', 'newbalance', 'newbalance', 'newbalance']"
resized_padded_vans_247.jpg,vans,puma,"['puma', 'puma', 'reebok', 'puma', 'puma']"
resized_padded_vans_263.jpg,vans,reebok,"['reebok', 'vans', 'vans', 'vans', 'nike']"
resized_padded_vans_264.jpg,vans,nike,"['nike', 'vans', 'vans', 'vans', 'vans']"
resized_padded_vans_269.jpg,vans,underarmour,"['underarmour', 'reebok', 'newbalance', 'puma', 'underarmour']"
resized_padded_vans_272.jpg,vans,nike,"['nike', 'nike', 'puma', 'nike', 'vans']"
resized_padded_vans_274.jpg,vans,puma,"['puma', 'vans', 'vans', 'vans', 'vans']"
resized_padded_vans_278.jpg,vans,puma,"['puma', 'vans', 'vans', 'vans', 'vans']"
resized_padded_vans_287.jpg,vans,nike,"['nike', 'nike', 'nike', 'vans', 'vans']"
resized_padded_vans_299.jpg,vans,puma,"['puma', 'vans', 'vans', 'puma', 'vans']"
resized_padded_vans_309.jpg,vans,puma,"['puma', 'nike', 'vans', 'puma', 'vans']"
resized_padded_vans_32.jpg,vans,puma,"['puma', 'vans', 'vans', 'vans', 'vans']"
resized_padded_vans_339.jpg,vans,nike,"['nike', 'nike', 'nike', 'nike', 'nike']"
resized_padded_vans_37.jpg,vans,puma,"['puma', 'vans', 'vans', 'vans', 'vans']"
resized_padded_vans_404.jpg,vans,nike,"['nike', 'nike', 'nike', 'nike', 'nike']"
resized_padded_vans_408.jpg,vans,reebok,"['reebok', 'puma', 'puma', 'reebok', 'reebok']"
resized_padded_vans_417.jpg,vans,nike,"['nike', 'vans', 'nike', 'nike', 'nike']"
resized_padded_vans_423.jpg,vans,reebok,"['reebok', 'reebok', 'reebok', 'reebok', 'reebok']"
resized_padded_vans_455.jpg,vans,reebok,"['reebok', 'nike', 'vans', 'vans', 'vans']"
resized_padded_vans_467.jpg,vans,nike,"['nike', 'nike', 'nike', 'nike', 'nike']"
resized_padded_vans_474.jpg,vans,puma,"['puma', 'vans', 'vans', 'vans', 'vans']"
resized_padded_vans_497.jpg,vans,nike,"['nike', 'puma', 'vans', 'puma', 'puma']"
resized_padded_vans_521.jpg,vans,reebok,"['reebok', 'vans', 'vans', 'vans', 'vans']"
resized_padded_vans_523.jpg,vans,puma,"['puma', 'vans', 'vans', 'vans', 'newbalance']"
resized_padded_vans_541.jpg,vans,puma,"['puma', 'puma', 'puma', 'puma', 'puma']"
resized_padded_vans_578.jpg,vans,puma,"['puma', 'puma', 'puma', 'puma', 'puma']"
resized_padded_vans_593.jpg,vans,nike,"['nike', 'nike', 'nike', 'nike', 'nike']"
resized_padded_vans_71.jpg,vans,reebok,"['reebok', 'puma', 'reebok', 'reebok', 'reebok']"
resized_padded_vans_90.jpg,vans,reebok,"['reebok', 'reebok', 'reebok', 'reebok', 'reebok']"
resized_padded_vans_94.jpg,vans,nike,"['nike', 'nike', 'nike', 'nike', 'nike']"
